open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,return,log_return,ema_20,ema_50,rsi_14,atr_14,volatility_20,signal
2026-03-31 06:05:00+00:00,67705.28,67705.28,67546.38,67546.38,54.55735,2026-03-31 06:09:59.999000+00:00,3688321.2755917,11979,9.37826,634134.2196472,0,-0.0023467892528897805,-0.0023495472786368996,67594.32333977455,67534.28130950082,84.56098130097753,102.64179417527441,,0
2026-03-31 06:10:00+00:00,67546.37,67546.37,67472.46,67476.14,23.1246,2026-03-31 06:14:59.999000+00:00,1561016.8021331,9691,8.31401,561221.2212387,0,-0.0010398780808091868,-0.0010404191291360457,67583.06778360555,67532.00125814785,80.4067067841616,100.59023744846897,,0
2026-03-31 06:15:00+00:00,67476.13,67514.0,67426.69,67440.09,35.42186,2026-03-31 06:19:59.999000+00:00,2389819.4249152,13252,13.34744,900565.1366683,0,-0.0005342629261247955,-0.0005344056954150684,67569.4508518336,67528.39689508323,78.28107798974895,99.64164905929245,,0
2026-03-31 06:20:00+00:00,67440.1,67515.39,67420.07,67430.0,75.84484,2026-03-31 06:24:59.999000+00:00,5115737.0287062,12084,34.07468,2298467.2500542,0,-0.00014961427246018566,-0.00014962546579191626,67556.16981832562,67524.53819331527,77.66224187170513,99.33295984077103,,0
2026-03-31 06:25:00+00:00,67430.0,67463.5,67333.33,67410.7,31.46203,2026-03-31 06:29:59.999000+00:00,2120551.7619803,12927,14.72686,992488.3964812,0,-0.00028622274951806137,-0.00028626371906703,67542.31554991365,67520.07395044016,76.41782933141327,101.5356055664301,,0
2026-03-31 06:30:00+00:00,67410.7,67439.73,67374.01,67406.02,88.09591,2026-03-31 06:34:59.999000+00:00,5939002.8954299,10245,32.50261,2190965.9438131,0,-6.942518027541755e-05,-6.942759031479128e-05,67529.33502135045,67515.60124650133,76.0994030294773,98.9773480259709,,0
2026-03-31 06:35:00+00:00,67406.01,67407.92,67348.67,67406.54,59.34003,2026-03-31 06:39:59.999000+00:00,3998885.1312439,9402,32.83324,2212691.9036153,0,7.714444496098594e-06,7.714414739924686e-06,67517.6402574123,67511.32433487383,76.11131404172025,96.13968030983013,,0
2026-03-31 06:40:00+00:00,67406.55,67474.76,67396.49,67410.71,32.62309,2026-03-31 06:44:59.999000+00:00,2199673.2208896,8049,8.065,543809.7278393,0,6.186343342973188e-05,6.186151996644922e-05,67507.45642337303,67507.3786746827,76.21368681065512,94.86327457341294,,0
2026-03-31 06:45:00+00:00,67410.71,67475.29,67405.1,67459.13,17.40105,2026-03-31 06:49:59.999000+00:00,1173641.8458006,5262,8.42928,568459.8683797,0,0.0007182834893741941,0.0007180256472504128,67502.85390686132,67505.48656979318,77.42351031769545,93.10089781816829,,0
2026-03-31 06:50:00+00:00,67459.12,67521.81,67459.0,67503.62,22.11778,2026-03-31 06:54:59.999000+00:00,1492751.6866868,7192,16.55287,1117166.8411045,0,0.000659510432464705,0.0006592930510310713,67502.92686811263,67505.41337097777,78.50531361971272,90.93726225972753,,1
2026-03-31 06:55:00+00:00,67503.62,67532.42,67469.0,67492.85,18.19143,2026-03-31 06:59:59.999000+00:00,1228076.9439957,6691,7.54071,509039.3000577,0,-0.00015954699910891712,-0.00015955972808531077,67501.9671663876,67504.92068976295,77.5367294967614,88.97174352688972,0.0009155353383409664,0
2026-03-31 07:00:00+00:00,67492.86,67524.65,67451.75,67507.99,58.52712,2026-03-31 07:04:59.999000+00:00,3949826.2394539,12865,45.63094,3079425.1410399,0,0.00022432005760619766,0.00022429490162399938,67502.54076958878,67505.0410548703,77.94860802971989,87.82376184639719,0.0007431699353695288,1
2026-03-31 07:05:00+00:00,67508.0,67508.0,67378.69,67378.7,49.42761,2026-03-31 07:09:59.999000+00:00,3334257.0525815,9363,4.1951,282880.9669615,0,-0.0019151807067578908,-0.0019170170102709382,67490.74641058032,67500.08650369891,66.70117538889056,90.78706457165437,0.0008485592742327751,0
2026-03-31 07:10:00+00:00,67378.69,67404.46,67242.91,67294.69,60.2826,2026-03-31 07:14:59.999000+00:00,4057484.8533112,16359,19.29542,1298467.1819899,0,-0.0012468331980284297,-0.0012476111412511395,67472.07437147743,67492.03173884797,60.583964425798065,95.84155995939355,0.0008319139488637681,0
2026-03-31 07:15:00+00:00,67294.68,67299.3,67103.32,67143.7,138.6326,2026-03-31 07:19:59.999000+00:00,9312835.5408033,19981,23.44192,1575352.9728405,0,-0.0022437134341506404,-0.002246234330623346,67440.80062181292,67478.37167065786,51.45093018661168,102.99430567657944,0.0009285375447073812,0
2026-03-31 07:20:00+00:00,67143.7,67242.89,67131.99,67138.63,164.56971,2026-03-31 07:24:59.999000+00:00,11052491.5305009,13519,77.43106,5198993.3139836,0,-7.55096904101471e-05,-7.551254141033969e-05,67412.02246735455,67465.04846788695,51.17197526002961,103.55899812825193,0.0009315825034010045,0
2026-03-31 07:25:00+00:00,67138.64,67310.0,67111.89,67288.37,48.32472,2026-03-31 07:29:59.999000+00:00,3248463.6794576,11315,31.92917,2146149.4993225,0,0.002230310627428622,0.0022278271765736168,67400.24604189221,67458.11990051884,58.3537426732662,110.31264111909113,0.001071317700534268,0
2026-03-31 07:30:00+00:00,67288.36,67401.4,67256.23,67311.78,152.71243,2026-03-31 07:34:59.999000+00:00,10282021.0676929,12021,97.75738,6583909.9030352,0,0.000347905589034303,0.0003478450839178344,67391.82070456915,67452.38108089066,59.36012457134565,112.80245246772736,0.0010789471319661145,0
2026-03-31 07:35:00+00:00,67311.79,67354.0,67209.88,67328.01,224.3685,2026-03-31 07:39:59.999000+00:00,15098552.005012,15222,109.1769,7345846.6534756,0,0.0002411167852045537,0.0002410877212242818,67385.74349461019,67447.50378360083,60.08036124320162,115.03942014860365,0.001080569852417961,0
2026-03-31 07:40:00+00:00,67328.01,67378.24,67301.13,67323.15,41.66984,2026-03-31 07:44:59.999000+00:00,2805885.057527,8241,12.56851,846379.9092308,0,-7.218392464003465e-05,-7.218653002490156e-05,67379.78220940921,67442.62716463608,59.73894604397097,112.33017585227488,0.0010721336096032078,0
2026-03-31 07:45:00+00:00,67323.15,67444.26,67323.14,67396.98,186.81831,2026-03-31 07:49:59.999000+00:00,12595084.0204037,8479,61.81929,4167555.2283551,0,0.0010966510034067234,0.0010960501209605217,67381.42009422737,67440.8370797484,63.16354288803212,112.95802043425492,0.000997027170102691,1
2026-03-31 07:50:00+00:00,67396.98,67400.01,67305.39,67400.0,349.93533,2026-03-31 07:54:59.999000+00:00,23567270.1900809,11288,98.49029,6632052.3634033,0,4.4809129429834726e-05,4.4808125530783714e-05,67383.18960906286,67439.23562564062,63.30105364284951,111.64816183180781,0.0009730087622769732,1
2026-03-31 07:55:00+00:00,67400.01,67413.89,67337.04,67367.69,104.71311,2026-03-31 07:59:59.999000+00:00,7055799.1420489,6969,23.68061,1595709.7045014,0,-0.0004793768545994226,-0.0004794917924176063,67381.71345581878,67436.42991483118,60.690721268788685,109.16257884382196,0.0009716653347610804,0
2026-03-31 08:00:00+00:00,67367.7,67458.94,67193.5,67443.2,161.32733,2026-03-31 08:04:59.999000+00:00,10854231.8642792,13407,24.1993,1630003.4254089,0,0.0011208637256225895,0.0011202360268762666,67387.56931716937,67436.69540836722,64.38685282666306,120.32525178354913,0.0010059586599590804,1
2026-03-31 08:05:00+00:00,67443.2,67496.0,67409.1,67496.0,22.53551,2026-03-31 08:09:59.999000+00:00,1519744.1244546,7147,9.80759,661427.5033495,0,0.0007828810020877874,0.0007825747106055026,67397.89604886752,67439.02107862732,66.74171924476735,117.93773379900951,0.0010177110297139187,1
2026-03-31 08:10:00+00:00,67495.99,67495.99,67350.22,67351.38,18.26034,2026-03-31 08:14:59.999000+00:00,1230926.6257217,9612,5.69891,384157.7615397,0,-0.0021426454901030123,-0.0021449442391409516,67393.46594897538,67435.58417358312,55.84870341023122,119.92646709908018,0.0011312405942136086,0
2026-03-31 08:15:00+00:00,67351.37,67411.9,67309.19,67367.67,99.35311,2026-03-31 08:19:59.999000+00:00,6694128.6415142,11120,12.08068,813850.4127677,0,0.00024186586822705358,0.00024183662339340333,67391.0091919301,67432.92087265829,56.70585439627634,118.6967194491453,0.001132970053297198,0
2026-03-31 08:20:00+00:00,67367.67,67444.9,67364.61,67364.62,24.17973,2026-03-31 08:24:59.999000+00:00,1629993.2168951,9496,7.88374,531452.2732588,0,-4.527394223374781e-05,-4.527496712960467e-05,67388.49593555581,67430.24240706385,56.484744351279105,115.95338234563448,0.0011327749193898431,0
2026-03-31 08:25:00+00:00,67364.61,67372.99,67289.4,67310.57,12.43047,2026-03-31 08:29:59.999000+00:00,836819.224303,6234,3.96478,266892.9503,0,-0.0008023499575888771,-0.0008026720125948353,67381.07441788382,67425.54937149271,52.572552197424365,113.64171217808996,0.0011306838009561137,0
2026-03-31 08:30:00+00:00,67310.56,67310.56,67126.36,67145.28,65.20885,2026-03-31 08:34:59.999000+00:00,4382330.2577259,15713,15.48403,1040077.1003953,0,-0.002455632154058529,-0.00245865216373151,67358.6178066568,67414.5584157479,42.808051597588296,118.6823041653697,0.0012294089994938156,0
2026-03-31 08:35:00+00:00,67145.28,67177.0,67044.12,67044.12,54.00136,2026-03-31 08:39:59.999000+00:00,3624929.0325259,15860,21.79796,1463226.0024092,0,-0.0015065839326309227,-0.0015077199713724662,67328.66563459425,67400.03141905191,38.139205658233905,119.69642529641506,0.0012598277839063084,0
2026-03-31 08:40:00+00:00,67044.12,67058.66,66802.81,66842.82,187.6702,2026-03-31 08:44:59.999000+00:00,12561122.0001707,31833,66.79979,4470576.2989079,0,-0.0030025004429916624,-0.0030070169903360154,67282.39462177575,67378.1799908538,30.913882560408936,129.42168063238583,0.0013851262312021965,0
2026-03-31 08:45:00+00:00,66842.82,66936.46,66688.68,66915.3,100.85988,2026-03-31 08:49:59.999000+00:00,6738664.3574142,25110,48.77665,3259593.0801665,0,0.0010843348619939963,0.0010837473955827167,67247.43322922567,67360.02783434973,35.6415842649276,137.8758463015021,0.001385543109100909,0
2026-03-31 08:50:00+00:00,66915.31,66932.11,66819.99,66901.26,88.27891,2026-03-31 08:54:59.999000+00:00,5904926.4040092,16560,24.24812,1621821.4489333,0,-0.0002098174856872692,-0.000209839500455362,67214.4643502518,67342.03693888504,35.13994221966922,136.0361429942516,0.0013692907281332672,0
2026-03-31 08:55:00+00:00,66901.25,66901.26,66757.65,66778.33,63.7392,2026-03-31 08:59:59.999000+00:00,4258349.965158,11949,19.41474,1297050.2477137,0,-0.0018374840772803491,-0.0018391743219966724,67172.92774546592,67319.93078441896,31.022820833713368,136.57713278037653,0.0013415518591218347,0
2026-03-31 09:00:00+00:00,66778.34,66874.39,66700.0,66858.43,67.692,2026-03-31 09:04:59.999000+00:00,4520429.841776,16973,27.01228,1804408.2060548,0,0.0011994909126955555,0.0011987720982209365,67142.97557923108,67301.83271444176,36.262971327189724,139.27805186749245,0.0013810881699307066,0
2026-03-31 09:05:00+00:00,66858.43,66924.33,66742.09,66762.41,94.75387,2026-03-31 09:09:59.999000+00:00,6333937.0448849,13714,54.25753,3628002.3498316,0,-0.0014361689318757032,-0.0014372012109459427,67106.73123835193,67280.67888250286,33.024171347729464,142.34676244838622,0.0012800132793521935,0
2026-03-31 09:10:00+00:00,66762.42,66762.42,66582.0,66693.24,120.04147,2026-03-31 09:14:59.999000+00:00,8004276.7452676,22700,41.97347,2798920.6337957,0,-0.001036062059473264,-0.0010365991427686004,67067.35112041366,67257.64206358118,30.884246559034793,145.0662794163585,0.0012753369751856525,0
2026-03-31 09:15:00+00:00,66693.25,66707.04,66499.91,66536.66,259.12638,2026-03-31 09:19:59.999000+00:00,17242809.2065714,23105,97.73995,6502325.5759852,0,-0.0023477641811974204,-0.0023505245007552655,67016.80910894569,67229.36825716624,26.671065333192047,149.49940231518934,0.0013305427408406086,0
2026-03-31 09:20:00+00:00,66536.66,66604.71,66465.2,66586.01,219.17801,2026-03-31 09:24:59.999000+00:00,14581835.6730765,21492,122.06282,8118867.8476319,0,0.0007416963821145206,0.000741421461283025,66975.78062237943,67204.13852159109,29.91615428542977,148.78587357839078,0.0013593523471883088,0
2026-03-31 09:25:00+00:00,66586.01,66613.83,66343.37,66429.75,181.77311,2026-03-31 09:29:59.999000+00:00,12081599.0795898,26327,73.97947,4916594.8152079,0,-0.0023467392024240086,-0.0023494971104381936,66923.77770596235,67173.77034427378,25.993646728402126,157.47688260850617,0.0013579525510911026,0
2026-03-31 09:30:00+00:00,66429.76,66506.45,66397.0,66446.99,72.72193,2026-03-31 09:34:59.999000+00:00,4832253.2302967,17608,32.65118,2169720.3875808,0,0.0002595222772929784,0.0002594886072120708,66878.36935301355,67145.26915430227,27.12888639100626,154.04639099361265,0.0013651602986762721,0
2026-03-31 09:35:00+00:00,66446.99,66478.63,66405.76,66461.96,31.05364,2026-03-31 09:39:59.999000+00:00,2063356.7276756,11024,16.30185,1083144.9232332,0,0.0002252923721601796,0.00022526699764475447,66838.71131939322,67118.47271687865,28.159409340921755,148.24807735121243,0.0013804575399692393,0
2026-03-31 09:40:00+00:00,66461.96,66525.38,66415.12,66503.83,72.11971,2026-03-31 09:44:59.999000+00:00,4793904.9117045,13833,38.38174,2551135.1424239,0,0.0006299844301913549,0.0006297860733036749,66806.81786040339,67094.36908092262,31.094503070591742,145.53464325469793,0.0013508820762250936,0
2026-03-31 09:45:00+00:00,66503.83,66511.87,66396.25,66432.33,42.41887,2026-03-31 09:49:59.999000+00:00,2818185.5855552,12295,18.70832,1242871.3296009,0,-0.001075126049131292,-0.0010757044117210048,66771.15234988878,67068.4067640237,28.921498519022165,143.39788302221916,0.0013066873475367537,0
2026-03-31 09:50:00+00:00,66432.33,66432.33,66278.86,66370.58,79.04063,2026-03-31 09:54:59.999000+00:00,5245559.7316648,19422,29.6321,1967022.3422491,0,-0.0009295172997846324,-0.000929949568878425,66733.00260228034,67041.0410085718,27.15641577898245,144.1173199492036,0.001268338169963403,0
2026-03-31 09:55:00+00:00,66370.57,66380.91,65998.05,66124.99,272.56484,2026-03-31 09:59:59.999000+00:00,18016307.9169231,41207,66.76628,4412773.1189277,0,-0.003700284071647353,-0.0037071470579829553,66675.0966401584,67005.1174396082,21.528819909973308,161.1703685242605,0.0014076247051355362,0
2026-03-31 10:00:00+00:00,66125.0,66231.33,66100.01,66231.33,90.08397,2026-03-31 10:04:59.999000+00:00,5961190.4201358,18234,56.46705,3736834.5542436,0,0.0016081665948077806,0.0016068748795862006,66632.83315061951,66974.77283413337,28.443472573948952,159.0381993439567,0.001507317312023712,0
2026-03-31 10:05:00+00:00,66231.33,66343.52,66222.34,66333.12,105.7183,2026-03-31 10:09:59.999000+00:00,7008155.7875714,17435,59.74433,3960249.1550329,0,0.001536885942045707,0.0015357061415041656,66604.2890410367,66949.60997789285,34.402062678509424,156.33404224796033,0.0015989280364850614,0
2026-03-31 10:10:00+00:00,66333.12,66392.69,66325.63,66381.3,41.44418,2026-03-31 10:14:59.999000+00:00,2749917.3893894,8862,26.10652,1732163.045153,0,0.0007263339942400471,0.0007260703413634263,66583.05198950939,66927.32331209314,37.0730823023384,149.9573249445344,0.0015763242453986877,0
2026-03-31 10:15:00+00:00,66381.3,66466.56,66364.0,66367.3,95.65428,2026-03-31 10:19:59.999000+00:00,6352362.2737838,14652,61.60373,4091150.5570142,0,-0.00021090276930402219,-0.00021092501242055047,66562.50418098469,66905.36161357969,36.60664556066925,146.57180173421037,0.001562405423143146,0
2026-03-31 10:20:00+00:00,66367.3,66450.0,66352.53,66430.01,44.68114,2026-03-31 10:24:59.999000+00:00,2966117.1589263,12081,25.43598,1688545.7295994,0,0.0009448930422057966,0.0009444469117834293,66549.88568755757,66886.72037383147,40.23393466447313,143.06453018176686,0.0014774594814349292,0
2026-03-31 10:25:00+00:00,66430.0,66434.65,66349.95,66388.82,57.06845,2026-03-31 10:29:59.999000+00:00,3788797.5524169,9374,36.5828,2428806.2872172,0,-0.000620051088355833,-0.0006202433995311967,66534.54609826638,66867.19486897533,38.66884468907853,138.8956351687833,0.0014416021037395156,0
2026-03-31 10:30:00+00:00,66388.82,66439.9,66318.68,66333.95,28.25402,2026-03-31 10:34:59.999000+00:00,1875091.3226358,9716,9.74616,646986.2533824,0,-0.0008264945814673297,-0.0008268363164216269,66515.4417079553,66846.28330548611,36.62498039847685,137.63308979958458,0.0014440508548763376,0
2026-03-31 10:35:00+00:00,66333.96,66381.6,66227.89,66264.0,122.7712,2026-03-31 10:39:59.999000+00:00,8141033.66495,17557,49.5907,3289189.0313216,0,-0.0010545128098055079,-0.0010550691996197125,66491.49487862622,66823.44866605528,34.147090492143704,138.78144052818615,0.001414035907270924,0
2026-03-31 10:40:00+00:00,66264.0,66325.57,66243.68,66283.65,37.77352,2026-03-31 10:44:59.999000+00:00,2503655.4882676,7459,18.83127,1248301.759666,0,0.0002965411082940239,0.00029649714866991216,66471.70012828088,66802.28009091585,35.46789921468989,134.7177662047453,0.0013746300711477465,0
2026-03-31 10:45:00+00:00,66283.64,66353.13,66251.01,66346.76,45.38804,2026-03-31 10:49:59.999000+00:00,3009496.8495771,8251,31.3891,2081200.5184945,0,0.0009521201683975189,0.0009516671894940823,66459.8010684446,66784.41655793876,39.65421703113108,132.38935433297848,0.0013863744788829894,0
2026-03-31 10:50:00+00:00,66346.76,66471.08,66346.75,66433.79,55.17325,2026-03-31 10:54:59.999000+00:00,3664416.8241987,13745,34.10358,2264989.6679376,0,0.0013117445373369563,0.0013108849520933918,66457.32382383083,66770.66649684313,44.95711273895086,131.8136861663373,0.001420749202544444,0
2026-03-31 10:55:00+00:00,66433.79,66438.3,66322.55,66363.38,64.26522,2026-03-31 10:59:59.999000+00:00,4266319.437163,7937,36.632,2432377.8046644,0,-0.0010598522227919238,-0.0010604142633140272,66448.37679298979,66754.69447735908,41.75987183362457,130.66628001159893,0.0013451642692835404,0
2026-03-31 11:00:00+00:00,66363.38,66386.88,66303.67,66385.89,34.09314,2026-03-31 11:04:59.999000+00:00,2262105.1349399,11240,15.48868,1027657.9720909,0,0.0003391930911293972,0.0003391355781578298,66442.4256698479,66740.23155667834,43.1518083771441,127.27654572505661,0.0013344119324444148,0
2026-03-31 11:05:00+00:00,66385.9,66394.0,66240.14,66248.8,42.22155,2026-03-31 11:09:59.999000+00:00,2798912.8546562,9257,8.18567,542559.9348354,0,-0.002065047256276875,-0.002067182406325771,66423.98512986238,66720.95973092625,37.30429858007916,129.1753638875526,0.0013112874651611166,0
2026-03-31 11:10:00+00:00,66248.8,66584.35,66243.65,66576.68,206.47016,2026-03-31 11:14:59.999000+00:00,13714286.6382101,42596,116.23845,7721468.0198155,0,0.004949221721751718,0.004937014584577132,66438.52749844691,66715.30170226247,53.525430782289945,144.28426646701396,0.0017361365257854428,0
2026-03-31 11:15:00+00:00,66576.69,66922.58,66542.15,66677.57,346.18283,2026-03-31 11:19:59.999000+00:00,23122012.5801645,38470,224.00745,14966021.7509669,0,0.0015153954808202474,0.0015142484277683877,66461.29345097578,66713.82202766395,57.195316711846665,161.1518188622278,0.0017648083365864966,1
2026-03-31 11:20:00+00:00,66677.57,66728.95,66590.02,66650.94,64.06103,2026-03-31 11:24:59.999000+00:00,4270290.4329959,20774,36.21674,2414317.8312253,0,-0.00039938468063560606,-0.0003994644559385656,66479.35502707332,66711.35606579477,55.93967747492639,159.5645460863539,0.0017654958687555,1
2026-03-31 11:25:00+00:00,66650.94,66674.0,66624.79,66644.0,30.14802,2026-03-31 11:29:59.999000+00:00,2009151.7249481,10748,19.54245,1302340.6342226,0,-0.00010412456298447559,-0.00010412998432311689,66495.0355006854,66708.71465144987,55.597122945228584,151.68207850875766,0.0017443578627941584,1
2026-03-31 11:30:00+00:00,66643.99,66762.62,66643.99,66762.62,59.19561,2026-03-31 11:34:59.999000+00:00,3948031.9508836,14513,39.11177,2608651.3481029,0,0.0017799051677569455,0.0017783230136651372,66520.51973871536,66710.82858668714,60.09511750229852,149.32121575813142,0.001760384254070858,1
2026-03-31 11:35:00+00:00,66762.62,66833.37,66732.62,66817.79,61.59231,2026-03-31 11:39:59.999000+00:00,4113098.2791048,14080,44.82505,2993407.8301939,0,0.0008263606191607487,0.0008260193712072718,66548.83119217104,66715.0231519151,62.0220608927217,145.8518432039792,0.0014897312849707406,1
2026-03-31 11:40:00+00:00,66817.78,66833.36,66686.87,66730.53,48.6609,2026-03-31 11:44:59.999000+00:00,3247736.3654461,12413,23.53388,1570560.1603279,0,-0.0013059396307479876,-0.0013067931130527335,66566.1358405357,66715.63126360471,57.308402248019995,145.89742583226678,0.001520137700552949,1
2026-03-31 11:45:00+00:00,66730.54,66730.54,66572.72,66616.27,46.36369,2026-03-31 11:49:59.999000+00:00,3088798.2705747,11728,29.55171,1968622.4335614,0,-0.0017122597407812634,-0.001713727332996517,66570.91052238944,66711.73474346336,51.76113117571672,146.7490382728186,0.0015626372916318321,0
2026-03-31 11:50:00+00:00,66616.27,66659.57,66580.8,66603.67,19.98688,2026-03-31 11:54:59.999000+00:00,1331488.2522425,10892,11.3152,753774.714787,0,-0.00018914298263783547,-0.0001891608724276304,66574.03047263807,66707.49691038636,51.17288113473624,141.8933926819033,0.001560251185223834,0
2026-03-31 11:55:00+00:00,66603.68,66702.0,66599.87,66685.69,30.40978,2026-03-31 11:59:59.999000+00:00,2026721.5900561,6747,17.59374,1172374.8064553,0,0.0012314636715964333,0.001230706042140848,66584.66471333921,66706.64173743004,54.77586547768867,139.05315034748196,0.0015750614500005286,0
2026-03-31 12:00:00+00:00,66685.69,66781.25,66685.69,66759.99,50.2694,2026-03-31 12:04:59.999000+00:00,3355290.2631877,12686,26.37415,1760307.1450565,0,0.0011141820681468406,0.0011135618279705882,66601.36235968786,66708.73382615828,57.81280183806818,135.9464967512331,0.0015794947596927099,1
2026-03-31 12:05:00+00:00,66760.0,66797.35,66694.64,66757.7,18.35832,2026-03-31 12:09:59.999000+00:00,1225134.080431,7026,10.97363,732308.0304481,0,-3.4301982370088524e-05,-3.4302570696539665e-05,66616.2516587652,66710.65406826972,57.68422762915096,133.57246126900262,0.0015679212735984274,1
2026-03-31 12:10:00+00:00,66757.69,66757.69,66576.16,66576.18,85.20243,2026-03-31 12:14:59.999000+00:00,5676469.2349185,20848,23.53096,1567605.3518629,0,-0.002719087086583305,-0.0027227905187018646,66612.43531031138,66705.3805753964,48.48037782167378,136.99871403550196,0.0016904320796116944,0
2026-03-31 12:15:00+00:00,66576.17,66797.38,66520.71,66749.97,57.0997,2026-03-31 12:19:59.999000+00:00,3803975.9786808,21607,24.2897,1618772.6045817,0,0.0026103930865364333,0.0026069919281244847,66625.53385218649,66707.12918028282,55.758614066676046,146.9752344615374,0.001746851337755207,1
2026-03-31 12:20:00+00:00,66749.9,66749.9,66632.61,66634.01,25.47297,2026-03-31 12:24:59.999000+00:00,1698799.039911,10370,7.3947,493063.7491394,0,-0.001737229245196814,-0.0017387399778348094,66626.3411043592,66704.2617614482,50.62002443633159,144.85986057142765,0.0018092419867482645,0
2026-03-31 12:25:00+00:00,66634.0,66829.54,66634.0,66799.02,67.98013,2026-03-31 12:29:59.999000+00:00,4533792.9405993,16031,37.73354,2516698.3323677,0,0.00247636304643839,0.002473301912081327,66642.78671346785,66707.97777080318,56.73081527726699,148.47987053061092,0.0018707590784147762,1
2026-03-31 12:30:00+00:00,66798.76,66863.63,66728.19,66773.7,26.42944,2026-03-31 12:34:59.999000+00:00,1765084.6738707,13528,13.85918,925678.4814121,0,-0.0003790474770439811,-0.00037911933369753697,66655.25464551854,66710.55511312462,55.593941794509284,147.54845120699602,0.0018627874329448576,1
2026-03-31 12:35:00+00:00,66773.71,66939.9,66773.7,66910.88,58.28116,2026-03-31 12:39:59.999000+00:00,3898724.3167887,15971,42.19526,2822896.3611634,0,0.002054401658138083,0.002052294260851663,66679.59991737391,66718.41099104131,60.24255449917479,148.8807046922104,0.001877037177117238,1
2026-03-31 12:40:00+00:00,66910.87,66910.88,66860.45,66904.44,36.31402,2026-03-31 12:44:59.999000+00:00,2428966.0866556,9369,19.07947,1276159.1693514,0,-9.624742642755368e-05,-9.625205850832027e-05,66701.0132585764,66725.70624629459,59.92539930402511,141.84851149991022,0.0018804552864032092,1
2026-03-31 12:45:00+00:00,66904.45,66922.1,66707.24,66727.43,43.95802,2026-03-31 12:49:59.999000+00:00,2937509.5794527,18428,14.45247,965886.0653803,0,-0.0026457137971711564,-0.0026492198833518487,66703.52913871198,66725.77384447912,51.84597985584347,147.06361782134525,0.0019243384908694144,0
2026-03-31 12:50:00+00:00,66727.43,66743.35,66659.82,66707.73,50.15262,2026-03-31 12:54:59.999000+00:00,3345498.6275814,11075,18.22393,1215296.9380094,0,-0.0002952309117854046,-0.0002952745010105103,66703.92922073942,66725.06624273484,51.021508407932494,142.52550226267763,0.001595554942347496,0
